SampleID	Distance_Bin	N_Bin	N_Total	Freq	Bin_Lower	Bin_Mid	Bin_Upper
4DNFINSKEZND	(5.75e+04,6.25e+04]	2384	207659	0.0114803596280441	57500	60000	62500
4DNFINSKEZND	(6.25e+04,6.75e+04]	2401	207659	0.0115622246086132	62500	65000	67500
4DNFINSKEZND	(6.75e+04,7.25e+04]	2258	207659	0.0108735956544142	67500	70000	72500
4DNFINSKEZND	(7.25e+04,7.75e+04]	2312	207659	0.0111336373573984	72500	75000	77500
4DNFINSKEZND	(7.75e+04,8.25e+04]	2224	207659	0.010709865693276	77500	80000	82500
4DNFINSKEZND	(8.25e+04,8.75e+04]	2220	207659	0.0106906033449068	82500	85000	87500
4DNFINSKEZND	(8.75e+04,9.25e+04]	2209	207659	0.0106376318868915	87500	90000	92500
4DNFINSKEZND	(9.25e+04,9.75e+04]	2233	207659	0.0107532059771067	92500	95000	97500
4DNFINSKEZND	(9.75e+04,1.02e+05]	2264	207659	0.010902489176968	97500	99750	102000
4DNFINSKEZND	(1.02e+05,1.08e+05]	2184	207659	0.010517242209584	102000	105000	108000
4DNFINSKEZND	(1.08e+05,1.12e+05]	2164	207659	0.010420930467738	108000	110000	112000
4DNFINSKEZND	(1.12e+05,1.18e+05]	2227	207659	0.0107243124545529	112000	115000	118000
4DNFINSKEZND	(1.18e+05,1.22e+05]	2291	207659	0.0110325100284601	118000	120000	122000
4DNFINSKEZND	(1.22e+05,1.28e+05]	2304	207659	0.01109511266066	122000	125000	128000
4DNFINSKEZND	(1.28e+05,1.32e+05]	2167	207659	0.0104353772290149	128000	130000	132000
4DNFINSKEZND	(1.32e+05,1.38e+05]	2291	207659	0.0110325100284601	132000	135000	138000
4DNFINSKEZND	(1.38e+05,1.42e+05]	2281	207659	0.0109843541575371	138000	140000	142000
4DNFINSKEZND	(1.42e+05,1.48e+05]	2269	207659	0.0109265671124295	142000	145000	148000
4DNFINSKEZND	(1.48e+05,1.52e+05]	2410	207659	0.0116055648924439	148000	150000	152000
4DNFINSKEZND	(1.52e+05,1.58e+05]	2341	207659	0.0112732893830751	152000	155000	158000
4DNFINSKEZND	(1.58e+05,1.62e+05]	2326	207659	0.0112010555766906	158000	160000	162000
4DNFINSKEZND	(1.62e+05,1.68e+05]	2419	207659	0.0116489051762746	162000	165000	168000
